ticker,year,month,contract_file,avg_vol,return,start_date,start_value,end_date,end_value
HO,2016,9,HO_2016-11.csv,47565.52380952381,0.06060397131825712,2016-09-01,1.4504,2016-09-30,1.5383
HO,2016,10,HO_2016-12.csv,47871.142857142855,-0.026916855386606375,2016-10-03,1.5455,2016-10-31,1.5039
HO,2016,11,HO_2017-01.csv,48841.619047619046,0.03316510454217725,2016-11-01,1.5257,2016-11-30,1.5763
HO,2016,12,HO_2017-02.csv,42513.42857142857,0.09234561658555074,2016-12-01,1.5821,2016-12-30,1.7282
HO,2017,1,HO_2017-03.csv,52686.4,-0.06415700677149083,2017-01-03,1.7426,2017-01-31,1.6308
HO,2017,2,HO_2017-04.csv,50788.21052631579,0.0012822078397851655,2017-02-01,1.6378,2017-02-28,1.6399
HO,2017,3,HO_2017-05.csv,42463.0,-0.043029050686763104,2017-03-01,1.6454,2017-03-31,1.5746
HO,2017,4,HO_2017-06.csv,54186.15789473684,-0.04286530767765284,2017-04-03,1.5747,2017-04-28,1.5072
HO,2017,5,HO_2017-07.csv,50567.77272727273,0.002973437293511294,2017-05-01,1.5134,2017-05-31,1.5179
HO,2017,6,HO_2017-08.csv,47029.545454545456,-0.030336711343576295,2017-06-01,1.5295,2017-06-30,1.4831
HO,2017,7,HO_2017-09.csv,54622.2,0.11457219251336892,2017-07-03,1.496,2017-07-31,1.6674
HO,2017,8,HO_2017-10.csv,55413.30434782609,0.04174391483762929,2017-08-01,1.6721,2017-08-31,1.7419
HO,2017,9,HO_2017-11.csv,47838.45,0.04988399071925764,2017-09-01,1.724,2017-09-29,1.81
HO,2017,10,HO_2017-12.csv,52054.13636363636,0.04009955752212391,2017-10-02,1.808,2017-10-31,1.8805
HO,2017,11,HO_2018-01.csv,49984.95238095238,0.005510809665112415,2017-11-01,1.8872,2017-11-30,1.8976
HO,2017,12,HO_2018-02.csv,49175.65,0.08624402542150311,2017-12-01,1.9039,2017-12-29,2.0681
HO,2018,1,HO_2018-03.csv,67817.0,0.01130524152106882,2018-01-02,2.0433,2018-01-31,2.0664
HO,2018,2,HO_2018-04.csv,59468.84210526316,-0.07304601899196494,2018-02-01,2.0535,2018-02-28,1.9035
HO,2018,3,HO_2018-05.csv,51303.0,0.058392249279916264,2018-03-01,1.9095,2018-03-29,2.021
HO,2018,4,HO_2018-06.csv,60367.0,0.06112071093557159,2018-04-02,2.0255,2018-04-30,2.1493
HO,2018,5,HO_2018-07.csv,60283.045454545456,0.0288407690871757,2018-05-01,2.1428,2018-05-31,2.2046
HO,2018,6,HO_2018-08.csv,52398.23809523809,-0.0011752474799980872,2018-06-01,2.2123,2018-06-29,2.2097
HO,2018,7,HO_2018-09.csv,47780.57142857143,-0.03302569670647848,2018-07-02,2.2104,2018-07-31,2.1374
HO,2018,8,HO_2018-10.csv,46429.739130434784,0.04793272599859866,2018-08-01,2.1405,2018-08-31,2.2431
HO,2018,9,HO_2018-11.csv,52721.78947368421,0.042943423039346396,2018-09-04,2.2518,2018-09-28,2.3485
HO,2018,10,HO_2018-12.csv,53487.739130434784,-0.0460169491525424,2018-10-01,2.36,2018-10-31,2.2514
HO,2018,11,HO_2019-01.csv,61860.142857142855,-0.18304827401420098,2018-11-01,2.2393,2018-11-30,1.8294
HO,2018,12,HO_2019-02.csv,46447.6,-0.08767926988265973,2018-12-03,1.8408,2018-12-31,1.6794
HO,2019,1,HO_2019-03.csv,53746.380952380954,0.1178326883000893,2019-01-02,1.6795,2019-01-31,1.8774
HO,2019,2,HO_2019-04.csv,51544.36842105263,0.08307511486269892,2019-02-01,1.8718,2019-02-28,2.0273
HO,2019,3,HO_2019-05.csv,50757.666666666664,-0.026276795416378507,2019-03-01,2.0246,2019-03-29,1.9714
HO,2019,4,HO_2019-06.csv,46986.76190476191,0.05103692463328269,2019-04-01,1.977,2019-04-30,2.0779
HO,2019,5,HO_2019-07.csv,51384.5,-0.11156167028723141,2019-05-01,2.0715,2019-05-31,1.8404
HO,2019,6,HO_2019-08.csv,49196.15,0.050766646800672,2019-06-03,1.8457,2019-06-28,1.9394
HO,2019,7,HO_2019-09.csv,43129.681818181816,0.003718040134460532,2019-07-01,1.9634,2019-07-31,1.9707
HO,2019,8,HO_2019-10.csv,47350.954545454544,-0.06255421194958932,2019-08-01,1.9599,2019-08-30,1.8373
HO,2019,9,HO_2019-11.csv,52819.3,0.040017541936191225,2019-09-03,1.8242,2019-09-30,1.8972
HO,2019,10,HO_2019-12.csv,73301.82608695653,-0.007828202686977703,2019-10-01,1.8906,2019-10-31,1.8758
HO,2019,11,HO_2020-01.csv,63006.65,0.006536998338959377,2019-11-01,1.8663,2019-11-29,1.8785
HO,2019,12,HO_2020-02.csv,53255.380952380954,0.07670197476978768,2019-12-02,1.8787,2019-12-31,2.0228
HO,2020,1,HO_2020-03.csv,83433.04761904762,-0.19616941455227555,2020-01-02,2.0258,2020-01-31,1.6284
HO,2020,2,HO_2020-04.csv,64429.52631578947,-0.08982810670938324,2020-02-03,1.6231,2020-02-28,1.4773
HO,2020,3,HO_2020-05.csv,59103.0,-0.31493262193036453,2020-03-02,1.4619,2020-03-31,1.0015
HO,2020,4,HO_2020-06.csv,52349.80952380953,-0.17269116186693145,2020-04-01,1.007,2020-04-30,0.8331
HO,2020,5,HO_2020-07.csv,45656.1,0.16380374985966073,2020-05-01,0.8907,2020-05-29,1.0366
HO,2020,6,HO_2020-08.csv,36245.72727272727,0.11397990798986024,2020-06-01,1.0651,2020-06-30,1.1865
